ID_src,ID_dst,dist
MA0121,MA0151,15.844995067462497
MA0230,MA0121,16.82829239581266
MA0121,MA0233,5.4653855048331526
MA0233,MA0121,5.4653855048331526
MA0121,MA0246,19.04742031660384
MA0121,MA0260,18.997777902371077
MA0121,NY0215,13.317160366271871
MA0121,NY0719,13.269031313185632
NY0719,MA0121,13.269031313185632
MA0122,MA0123,5.988086739598735
MA0123,MA0122,5.988086739598735
MA0130,MA0122,13.41280129329163
MA0122,MA0132,14.245610112883151
MA0122,MA0144,16.36486566543746
MA0122,MA0170,12.630016838124488
MA0170,MA0122,12.630016838124488
MA0216,MA0122,4.1167496787442435
MA0228,MA0122,5.872204812399595
MA0237,MA0122,17.918125307572147
MA0122,MA0240,19.82746869204935
MA0122,MA0248,6.283607662339506
MA0122,MA0261,12.032802600082059
MA0122,MA0318,17.58915795332236
MA0122,MA0332,13.925168685063907
MA0332,MA0122,13.925168685063907
MA0122,MA0334,8.886095335461267
MA0334,MA0122,8.886095335461267
MA0123,MA0130,19.13761524984951
MA0130,MA0123,19.13761524984951
MA0123,MA0132,16.197554310947837
MA0132,MA0123,16.197554310947837
MA0123,MA0144,12.794921378629311
MA0123,MA0170,14.512247505063208
MA0123,MA0181,19.40235695639267
MA0181,MA0123,19.40235695639267
MA0123,MA0216,10.104635126410109
MA0228,MA0123,3.846272864351716
MA0237,MA0123,12.320240400110842
MA0123,MA0248,9.176239735794326
MA0123,MA0261,17.574808406318102
MA0123,MA0318,13.843984629329144
MA0123,MA0332,18.64470801898895
MA0123,MA0334,6.915461509880116
MA0124,MA0199,7.351295964891464
MA0124,MA0201,19.854050561640342
MA0201,MA0124,19.854050561640342
MA0124,MA0209,13.192168447238556
MA0219,MA0124,12.834687065889804
MA0124,MA0231,15.384692623892295
MA0124,MA0254,19.948851485490056
MA0254,MA0124,19.948851485490056
MA0124,MA0269,19.36724442232231
MA0124,MA0306,4.343189687459544
MA0306,MA0124,4.343189687459544
MA0308,MA0124,15.36940842536079
MA0319,MA0124,13.754224066111686
MA0364,MA0124,4.907181982176995
MA0124,MA0371,16.296993181279703
MA0125,MA0140,11.764884235727685
MA0125,MA0146,8.717055568391743
MA0146,MA0125,8.717055568391743
MA0125,MA0152,14.997882682119037
MA0157,MA0125,10.06018905985895
MA0161,MA0125,15.835992556040974
MA0169,MA0125,16.919443180061833
MA0125,MA0173,12.777498655450817
MA0212,MA0125,19.40823633689023
MA0125,MA0229,19.052438382431244
MA0267,MA0125,7.221412505393718
MA0125,MA0279,15.941871088510377
MA0283,MA0125,9.212547044647765
MA0326,MA0125,14.208301402762844
MA0125,MA0349,9.310762430670037
MA0126,MA0221,13.080940771844247
MA0126,MA0356,4.043788217265175
MA0356,MA0126,4.043788217265175
MA0126,MA0358,5.7058614611695635
MA0359,MA0126,6.8458353163170855
MA0360,MA0126,8.628971977423086
MA0365,MA0126,1.9659940519551997
MA0126,MA0366,4.5383662567563015
MA0126,MA0376,4.805132949406184
MA0377,MA0126,9.708923023031621
MA0127,MA0153,13.007443799463832
MA0211,MA0127,6.829633514028041
MA0127,MA0227,10.487650515481194
MA0273,MA0127,19.16832041769612
MA0127,MA0286,10.856899914108999
MA0127,MA0327,16.335287304171114
MA0327,MA0127,16.335287304171114
MA0333,MA0127,8.52074774904553
MA0127,MA0336,11.324228895005067
MA0336,MA0127,11.324228895005067
MA0127,MA0368,7.434624282762996
MA0368,MA0127,7.434624282762996
MA0127,MA9021,12.948642839557495
MA0143,MA0128,19.696560906666054
MA0128,MA0148,17.206540627343212
MA0128,MA0179,2.2009636459522666
MA0180,MA0128,17.764422167023078
MA0128,MA0202,7.240706873677577
MA0128,MA0203,10.631306445806537
MA0207,MA0128,16.242181793223647
MA0128,MA0251,14.468235194946
MA0251,MA0128,14.468235194946
MA0295,MA0128,19.241715856543678
MA0128,MA0320,1.7281793924767948
NH0012,MA0128,12.65086881611123
NH0017,MA0128,14.191451018634286
NH0018,MA0128,13.341899786918605
NH0063,MA0128,7.005529716374771
NH0082,MA0128,7.764602486090962
MA0128,NH0093,16.103399868991527
NH0093,MA0128,16.103399868991527
NH0096,MA0128,19.80210945205936
MA0128,NH0098,14.040256935926058
MA0128,NH0102,7.438437318362404
MA0128,NH0151,19.885642212928328
NH0151,MA0128,19.885642212928328
MA0128,NH0172,15.244845155549708
NH0183,MA0128,12.8143313206294
NH0191,MA0128,19.655711565651814
NH0213,MA0128,15.187800048933255
MA0128,NH0214,19.68772038874357
NH0216,MA0128,16.048296304968503
MA0155,MA0129,15.929065062450984
MA0129,MA0189,11.174485827275879
MA0129,MA0234,18.959337577963193
MA0129,MA0250,6.726415829310457
MA0250,MA0129,6.726415829310457
MA0129,MA0265,10.362406531114598
MA0265,MA0129,10.362406531114598
MA0129,MA0370,14.378756569791655
MA0370,MA0129,14.378756569791655
VT0125,MA0129,14.59150974472568
MA0129,VT0186,13.907058591832524
MA0130,MA0132,14.177705015351291
MA0141,MA0130,7.933485217940211
MA0130,MA0188,16.827397108484796
MA0130,MA0216,9.690028733042102
MA0130,MA0228,19.098123493866034
MA0130,MA0240,10.589782816057873
MA0240,MA0130,10.589782816057873
MA0130,MA0248,11.926554442598473
MA0248,MA0130,11.926554442598473
MA0261,MA0130,10.350436432565047
MA0130,MA0332,5.8358588757742105
MA0130,MA0334,18.29406418707035
MA0130,MA0342,18.151542839541037
MA0147,MA0131,12.428592172930486
MA0149,MA0131,17.970874424395443
MA0131,MA0151,15.989355775358204
MA0182,MA0131,13.922549302788775
MA0131,MA0230,6.280530857677182
MA0230,MA0131,6.280530857677182
MA0233,MA0131,10.566987888218817
MA0131,MA0234,19.438483336356644
MA0234,MA0131,19.438483336356644
MA0131,MA0260,16.12895234967385
MA0260,MA0131,16.12895234967385
MA0131,MA0341,12.078968291616292
MA0131,MA0345,15.653862262593377
MA0132,MA0141,18.439998591351596
MA0132,MA0188,12.50833457353836
MA0188,MA0132,12.50833457353836
MA0132,MA0216,14.32400251912205
MA0216,MA0132,14.32400251912205
MA0132,MA0217,16.58472658545896
MA0217,MA0132,16.58472658545896
MA0132,MA0228,18.902447275057433
MA0132,MA0240,10.730578918111167
MA0240,MA0132,10.730578918111167
MA0132,MA0248,7.964371725177799
MA0248,MA0132,7.964371725177799
MA0132,MA0263,14.423189585939488
MA0132,MA0282,8.288081364567432
MA0132,MA0304,19.95251623553435
MA0304,MA0132,19.95251623553435
MA0132,MA0318,14.93571420673164
MA0318,MA0132,14.93571420673164
MA0132,MA0332,8.950374251330565
MA0332,MA0132,8.950374251330565
MA0334,MA0132,10.444687889442031
MA0139,MA0133,18.23193788943792
MA0133,MA0146,19.240775152137296
MA0146,MA0133,19.240775152137296
MA0133,MA0150,12.446719018503032
MA0133,MA0185,19.650724267331373
MA0212,MA0133,19.279235095148927
MA0133,MA0219,14.943056482197965
MA0225,MA0133,6.863493366452484
MA0133,MA0238,10.96232672934227
MA0133,MA0254,8.42372510522306
MA0133,MA0268,13.617621873985298
MA0268,MA0133,13.617621873985298
MA0133,MA0277,16.182824094352753
MA0133,MA0279,12.663374664355091
MA0317,MA0133,6.566317266219654
MA0344,MA0133,11.237093082007648
MA0190,MA0134,13.721661646050961
MA0134,MA0224,17.440545227273585
MA0275,MA0134,10.57243887303686
MA0134,MA0284,8.20662746425017
MA0284,MA0134,8.20662746425017
MA0303,MA0134,4.74697694399544
MA0134,MA0308,16.598044277678863
MA0319,MA0134,18.830700795693765
MA0134,MA0371,17.656765167362703
MA0137,MA0135,12.063089838947652
MA0135,MA0138,8.078023952515762
MA0169,MA0135,19.141944822184303
MA0135,MA0174,10.350153364627051
MA0174,MA0135,10.350153364627051
MA0176,MA0135,6.33213633741393
MA0135,MA0178,14.596431988691982
MA0178,MA0135,14.596431988691982
MA0135,MA0184,9.891680966477159
MA0135,MA0196,11.554108436198568
MA0135,MA0197,18.720775524876377
MA0135,MA0205,12.453533383396625
MA0217,MA0135,18.623297271126592
MA0266,MA0135,6.53943531076827
MA0135,MA0274,14.323138394588677
MA0285,MA0135,18.118011619246634
MA0135,MA0300,14.620795139108246
MA0135,MA0304,16.050461611776782
MA0311,MA0135,19.129944048670378
MA0313,MA0135,15.669808721976144
MA0324,MA0135,16.999718136354424
MA0346,MA0135,17.533975690438805
MA0367,MA0135,12.22634612531459
MA0137,MA0138,11.121819568344389
MA0137,MA0176,9.22889486094293
MA0178,MA0137,2.8697112150437554
MA0137,MA0184,2.171409000823724
MA0137,MA0185,19.499133331557406
MA0187,MA0137,11.932255156746269
MA0205,MA0137,17.83281380727149
MA0137,MA0213,10.330568961152073
MA0213,MA0137,10.330568961152073
MA0266,MA0137,18.60228024711843
MA0274,MA0137,19.5522766923003
MA0137,MA0287,18.407971762495308
MA0137,MA0300,7.063533932621465
MA0301,MA0137,9.43109688515188
MA0324,MA0137,16.45877131262165
MA0346,MA0137,19.039284816974728
MA0137,RI0033,14.87289051092404
MA0137,RI0051,14.059134736887787
MA0140,MA0138,18.50243207498927
MA0138,MA0169,13.304989739546118
MA0138,MA0174,18.282740215624504
MA0138,MA0176,12.010806421124329
MA0176,MA0138,12.010806421124329
MA0178,MA0138,13.96050148046118
MA0138,MA0184,9.576337539273895
MA0138,MA0196,15.567088612064582
MA0138,MA0212,13.98753181102568
MA0212,MA0138,13.98753181102568
MA0213,MA0138,17.67879554819702
MA0138,MA0266,12.417938180653485
MA0266,MA0138,12.417938180653485
MA0138,MA0268,17.576568160650883
MA0138,MA0274,8.585647341001028
MA0274,MA0138,8.585647341001028
MA0138,MA0285,17.19366904252929
MA0285,MA0138,17.19366904252929
MA0138,MA0300,9.216925352972082
MA0300,MA0138,9.216925352972082
MA0301,MA0138,19.161393795709532
MA0138,MA0311,19.97195737103365
MA0311,MA0138,19.97195737103365
MA0138,MA0324,8.943146275819636
MA0324,MA0138,8.943146275819636
MA0138,MA0367,17.400561972377023
MA0199,MA0139,19.937314020983504
MA0139,MA0219,13.819706562331644
MA0225,MA0139,19.05903111161224
MA0231,MA0139,14.827143909689084
MA0139,MA0232,13.160969410153513
MA0139,MA0238,10.94949607204543
MA0139,MA0254,11.79782681248218
MA0254,MA0139,11.79782681248218
MA0139,MA0291,10.470974707986702
MA0291,MA0139,10.470974707986702
MA0139,MA0328,11.041739852484575
MA0328,MA0139,11.041739852484575
MA0146,MA0140,11.072776914752158
MA0157,MA0140,18.551462623836155
MA0140,MA0169,5.199999020607889
MA0169,MA0140,5.199999020607889
MA0173,MA0140,10.78542089990777
MA0140,MA0212,8.792200199891845
MA0140,MA0267,18.1431058605298
MA0140,MA0268,15.745814210628307
MA0140,MA0274,10.04829831111961
MA0140,MA0279,16.474912309901814
MA0279,MA0140,16.474912309901814
MA0140,MA0283,7.414791128845826
MA0140,MA0285,13.02755066390827
MA0285,MA0140,13.02755066390827
MA0140,MA0311,17.392126145432186
MA0311,MA0140,17.392126145432186
MA0140,MA0317,17.763601156543125
MA0324,MA0140,14.228992918971214
MA0140,MA0349,12.257789964044527
MA0162,MA0141,18.399498535737273
MA0141,MA0164,19.092937992957236
MA0188,MA0141,15.016534725525215
MA0141,MA0194,13.56387975480296
MA0141,MA0216,17.623180229303443
MA0240,MA0141,9.678966596423168
MA0245,MA0141,14.492686532795732
MA0141,MA0248,18.924903395136702
MA0248,MA0141,18.924903395136702
MA0141,MA0261,16.532219509350288
MA0141,MA0271,18.304980853359133
MA0288,MA0141,18.60095317487339
MA0141,MA0332,9.78500598682149
MA0342,MA0141,10.453455551465073
MA0142,MA0182,16.505350111567314
MA0222,MA0142,18.39380515361308
MA0253,MA0142,5.38236044383211
MA0273,MA0142,12.43954825002455
MA0325,MA0142,15.906548135804728
MA0327,MA0142,11.396506839219333
MA0142,MA0348,5.425305373670511
MA0142,MA0375,17.66618296026853
MA0375,MA0142,17.66618296026853
MA0165,MA0143,12.86360839655155
MA0143,MA0183,17.503017629808152
MA0202,MA0143,12.539780679427109
MA0203,MA0143,14.525963638524267
MA0143,MA0226,18.801074132371653
MA0226,MA0143,18.801074132371653
MA0143,MA0249,18.032440517034804
MA0251,MA0143,5.228372325774721
MA0143,MA0255,18.679547516218484
MA0143,MA0295,10.266234028125513
MA0143,MA0320,18.19199980479453
MA0143,MA9024,8.419193220858041
MA0144,MA0170,13.005390087823699
MA0144,MA0181,18.600326153999884
MA0216,MA0144,19.48730765962661
MA0144,MA0228,10.55318368673898
MA0228,MA0144,10.55318368673898
MA0144,MA0236,8.424121535590729
MA0144,MA0237,8.244858205220643
MA0334,MA0144,19.344608544239435
MA0181,MA0145,5.791673459952034
MA0145,MA0215,19.08356642093644
MA0237,MA0145,15.467320032795914
MA0145,MA0242,7.316010210623092
MA0290,MA0145,9.824706340475359
MA0145,MA0318,15.016128644630097
MA0145,MA0363,12.706304058941878
MA0146,MA0152,10.774030298118918
MA0146,MA0157,18.777142864861098
MA0146,MA0161,16.157502637590017
MA0146,MA0169,15.595546296426525
MA0169,MA0146,15.595546296426525
MA0146,MA0173,18.29317429409429
MA0173,MA0146,18.29317429409429
MA0146,MA0212,14.879136165616073
MA0212,MA0146,14.879136165616073
MA0146,MA0238,16.786341739928844
MA0146,MA0267,10.439221401403085
MA0146,MA0268,17.893523685566393
MA0146,MA0279,7.398212545614593
MA0279,MA0146,7.398212545614593
MA0146,MA0283,13.984547132206485
MA0146,MA0317,13.47407523943808
MA0317,MA0146,13.47407523943808
MA0146,MA0349,16.561550893367723
MA0147,MA0151,18.628234365850105
MA0147,MA0230,17.34251697716314
MA0233,MA0147,8.246694320005043
MA0147,MA0260,17.354528745787018
MA0147,NY0215,14.932354251227592
NY0215,MA0147,14.932354251227592
MA0147,NY0719,13.011948674763156
MA0148,MA0159,13.254511613767098
MA0159,MA0148,13.254511613767098
MA0148,MA0179,17.836969338019102
MA0148,MA0180,3.1675772559275446
MA0183,MA0148,17.619339402249302
MA0148,MA0202,18.229244060235335
MA0148,MA0207,3.3862667037472614
MA0148,MA0210,16.70635175478511
MA0210,MA0148,16.70635175478511
MA0148,MA0292,12.62421219510212
MA0292,MA0148,12.62421219510212
MA0148,MA0295,19.037624103455048
MA0295,MA0148,19.037624103455048
MA0148,MA0320,18.16785350357022
MA0338,MA0148,16.99434173673797
MA0148,NH0012,14.280455233362584
NH0012,MA0148,14.280455233362584
MA0148,NH0073,13.534742766230377
MA0148,NH0082,14.277839007700166
NH0093,MA0148,12.898790856200549
NH0147,MA0148,15.109750536504773
MA0148,NH0213,16.7813807484171
MA0151,MA0149,6.3764831315309864
MA0149,MA0192,12.016861119200751
MA0192,MA0149,12.016861119200751
MA0149,MA0200,17.012081537719823
MA0200,MA0149,17.012081537719823
MA0222,MA0149,17.91966025741236
MA0233,MA0149,15.720637630126776
MA0149,MA0246,12.359263178434952
MA0246,MA0149,12.359263178434952
MA0149,MA0280,5.586853038100142
MA0280,MA0149,5.586853038100142
MA0299,MA0149,7.651034007055044
MA0149,MA0322,10.240880591678726
MA0150,MA0185,13.747839115116363
MA0199,MA0150,19.02633833933867
MA0150,MA0209,14.430652157562196
MA0150,MA0219,16.09685290455676
MA0219,MA0150,16.09685290455676
MA0150,MA0223,14.679671420926818
MA0225,MA0150,7.6676788404752765
MA0254,MA0150,14.86168030881913
MA0268,MA0150,17.354368859380724
MA0150,MA0277,6.8129983387004165
MA0150,MA0287,16.304775857599875
MA0317,MA0150,16.956189501433236
MA0150,MA0319,19.013601437872826
MA0150,MA0344,9.32482097001129
MA0192,MA0151,18.387044776183213
MA0233,MA0151,10.382519801584511
MA0151,MA0246,7.894449114304066
MA0246,MA0151,7.894449114304066
MA0280,MA0151,8.672977799308223
MA0299,MA0151,14.024180044638674
MA0322,MA0151,7.427645138040779
MA0151,NY0215,14.985041048270046
MA0161,MA0152,8.335840290844896
MA0152,MA0238,12.882015222006949
MA0267,MA0152,10.11735688028115
MA0152,MA0279,9.926605743191217
MA0152,MA0296,17.435457232113233
MA0296,MA0152,17.435457232113233
MA0317,MA0152,18.09613414941828
MA0328,MA0152,12.506347854032546
MA0153,MA0191,16.729973520082574
MA0153,MA0201,14.344678608791586
MA0153,MA0211,19.773160443026327
MA0227,MA0153,9.592498227077416
MA0153,MA0269,9.872061838262367
MA0153,MA0286,6.83367944201438
MA0315,MA0153,12.795495833688737
MA0333,MA0153,11.45294974557355
MA0153,MA0369,17.940529545680565
MA0369,MA0153,17.940529545680565
MA0156,MA0154,5.825285323060921
MA0163,MA0154,17.94915518185197
MA0154,MA0164,13.627795341697075
MA0154,MA0173,18.378517788701213
MA0154,MA0175,9.986168363603445
MA0177,MA0154,13.399780392605008
MA0197,MA0154,17.87512253265949
MA0154,MA0204,12.596918369585058
MA0204,MA0154,12.596918369585058
MA0210,MA0154,18.806526117414144
MA0154,MA0243,13.090461283099534
MA0245,MA0154,18.58831991992971
MA0154,MA0259,18.10964894923129
MA0271,MA0154,12.802431373499005
MA0154,MA0281,11.079781331354061
MA0285,MA0154,18.026414309109978
MA0154,MA0292,17.650426274358
MA0302,MA0154,14.383138207395774
MA0154,MA0305,8.077740558765484
MA0154,MA0310,9.67130539343783
MA0311,MA0154,14.264071144104241
MA0154,MA0313,17.55855067524625
MA0313,MA0154,17.55855067524625
MA0154,MA0329,10.814965382827026
MA0154,MA0338,13.279700740396382
MA0154,MA0340,7.853796401474637
MA0343,MA0154,7.0307770874280155
MA0155,MA0191,12.086119594521694
MA0191,MA0155,12.086119594521694
MA0214,MA0155,14.449644857472839
MA0155,MA0265,13.943966988176651
MA0265,MA0155,13.943966988176651
MA0155,MA0369,15.80248935190036
MA0369,MA0155,15.80248935190036
MA0155,MA0370,13.318536599736245
MA0370,MA0155,13.318536599736245
MA0155,NH0006,14.516845964887034
NH0006,MA0155,14.516845964887034
VT0020,MA0155,17.059672925335878
VT0068,MA0155,10.175931743459756
MA0155,VT0165,12.521937938184314
MA0155,VT0186,19.102143481716475
MA0156,MA0157,18.753951060902704
MA0157,MA0156,18.753951060902704
MA0164,MA0156,19.21138176893831
MA0156,MA0173,12.586875177170889
MA0175,MA0156,15.356759568499827
MA0156,MA0177,19.210496185545395
MA0196,MA0156,17.69645816398427
MA0197,MA0156,17.67209504495895
MA0156,MA0204,13.713348625397234
MA0156,MA0243,18.304292983371372
MA0156,MA0271,17.549319687380823
MA0281,MA0156,16.87260002284272
MA0156,MA0283,16.878712560929465
MA0285,MA0156,12.798844689004362
MA0292,MA0156,19.59201279488445
MA0305,MA0156,8.574413060162216
MA0310,MA0156,12.206397303720664
MA0156,MA0311,9.712916500576792
MA0156,MA0313,15.82061897381481
MA0329,MA0156,8.427639205237485
MA0338,MA0156,17.19916956425797
MA0156,MA0340,13.65559495236341
MA0340,MA0156,13.65559495236341
MA0156,MA0343,12.68354059492814
MA0156,MA0349,14.853814954951076
MA0156,MA0367,18.676608044929015
MA0157,MA0159,18.586699785815508
MA0159,MA0157,18.586699785815508
MA0157,MA0173,12.363417942474678
MA0157,MA0229,16.786222749336837
MA0267,MA0157,13.282097538535073
MA0157,MA0283,12.034404989959407
MA0157,MA0298,15.867745317515233
MA0298,MA0157,15.867745317515233
MA0157,MA0326,5.510953305398819
MA0157,MA0349,7.628775157840953
MA0160,MA0158,14.285955876991622
MA0276,MA0158,13.895058941855577
MA0158,MA0278,5.699320363060098
MA0278,MA0158,5.699320363060098
MA0158,MA0321,6.705670091867864
MA0321,MA0158,6.705670091867864
MA0325,MA0158,16.021835210891087
MA0158,MA0335,14.825955879957352
MA0159,MA0180,13.031318039501715
MA0180,MA0159,13.031318039501715
MA0159,MA0207,15.140793761777717
MA0159,MA0210,19.617517575935928
MA0159,MA0292,7.068338113092077
MA0298,MA0159,11.51403617632535
MA0159,MA0326,15.230911129049133
MA0338,MA0159,14.453112822317053
MA0159,NH0049,19.081194909483735
MA0159,NH0073,10.125596155980977
NH0073,MA0159,10.125596155980977
NH0147,MA0159,17.73354496033721
MA0160,MA0190,14.992999534839038
MA0190,MA0160,14.992999534839038
MA0224,MA0160,12.660612608260331
MA0160,MA0278,10.251684553567054
MA0278,MA0160,10.251684553567054
MA0321,MA0160,12.824531233179698
MA0335,MA0160,6.059001056654453
MA0160,MA9021,12.612062224919589
MA0161,MA0229,13.012284344808632
MA0229,MA0161,13.012284344808632
MA0161,MA0267,8.665228133861746
MA0267,MA0161,8.665228133861746
MA0279,MA0161,17.882155394501424
MA0161,MA0296,9.193727916312563
MA0161,MA0328,16.551976552392695
MA0328,MA0161,16.551976552392695
MA0161,NH0008,19.362112056080164
MA0161,NH0038,16.86028694852353
NH0038,MA0161,16.86028694852353
NH0154,MA0161,16.037986997157713
MA0163,MA0162,11.47342529737328
MA0162,MA0164,10.113256199128323
MA0165,MA0162,19.32626656545936
MA0162,MA0167,8.214224477852326
MA0175,MA0162,14.11215027553097
MA0162,MA0177,9.335363657264965
MA0162,MA0183,15.404820766998903
MA0183,MA0162,15.404820766998903
MA0162,MA0194,5.513358113371668
MA0162,MA0210,15.889872473394139
MA0226,MA0162,7.116646639907335
MA0243,MA0162,14.610341343466285
MA0162,MA0245,7.773395641634641
MA0255,MA0162,7.452659414982221
MA0162,MA0259,4.654439203202056
MA0259,MA0162,4.654439203202056
MA0162,MA0271,14.692822800971545
MA0281,MA0162,12.184724992247576
MA0162,MA0288,2.816457199514807
MA0162,MA0295,19.685671849419897
MA0162,MA0302,10.680674143686657
MA0302,MA0162,10.680674143686657
MA0162,MA0340,14.883453379562601
MA0340,MA0162,14.883453379562601
MA0162,MA0342,10.059835479557185
MA0342,MA0162,10.059835479557185
MA0162,MA0343,16.578366405065513
MA0162,MA9024,17.508191316952562
MA9024,MA0162,17.508191316952562
MA0163,MA0164,12.55504140148467
MA0163,MA0167,15.97992727215993
MA0163,MA0175,14.37493486700429
MA0163,MA0177,9.085640581865713
MA0177,MA0163,9.085640581865713
MA0163,MA0183,6.713918002543164
MA0194,MA0163,16.960929800394883
MA0207,MA0163,18.55228872506635
MA0210,MA0163,4.497060162115016
MA0163,MA0226,10.302655328516856
MA0243,MA0163,5.224350851360506
MA0163,MA0245,14.966928440757282
MA0245,MA0163,14.966928440757282
MA0163,MA0255,12.140221064976148
MA0163,MA0259,8.852186991314687
MA0271,MA0163,17.490933906166383
MA0163,MA0281,8.04149432373941
MA0281,MA0163,8.04149432373941
MA0163,MA0288,13.157972212046285
MA0163,MA0292,16.36372244994949
MA0292,MA0163,16.36372244994949
MA0163,MA0295,13.90046335481662
MA0295,MA0163,13.90046335481662
MA0302,MA0163,4.318801084073373
MA0338,MA0163,9.689395638328534
MA0340,MA0163,11.957561437453583
MA0163,MA0342,18.863445385196364
MA0163,MA0343,10.974263279669694
MA0163,MA9024,16.02134638942765
MA0164,MA0167,18.325167457384634
MA0175,MA0164,4.05949392351321
MA0164,MA0177,3.5120693556891784
MA0164,MA0183,19.06979297709841
MA0183,MA0164,19.06979297709841
MA0164,MA0188,19.18146359096145
MA0164,MA0194,12.517818233792598
MA0164,MA0204,15.44159544801655
MA0210,MA0164,16.381900574784986
MA0164,MA0226,15.846938958488744
MA0164,MA0243,11.609256065314469
MA0164,MA0245,5.086243131961425
MA0164,MA0255,16.87435008050151
MA0259,MA0164,6.235184869912234
MA0164,MA0271,5.2518895719080385
MA0281,MA0164,6.321288082854365
MA0164,MA0288,12.880743284527489
MA0288,MA0164,12.880743284527489
MA0164,MA0302,8.58872997618521
MA0305,MA0164,15.358123455400232
MA0164,MA0310,12.016393279373673
MA0338,MA0164,16.604519686111935
MA0340,MA0164,6.228628163764526
MA0164,MA0342,8.74615501815014
MA0164,MA0343,9.244372889013743
MA0165,MA0167,11.535645832776279
MA0226,MA0165,13.727490471206206
MA0165,MA0249,15.536478621213089
MA0165,MA0251,17.897777467990732
MA0255,MA0165,12.374504320995406
MA0165,MA0288,16.89245477527003
MA0165,MA0295,16.312275454497133
MA0295,MA0165,16.312275454497133
MA9024,MA0165,9.72321045026576
MA0174,MA0166,18.74796130336616
MA0205,MA0166,13.456027092592437
MA0166,MA0208,11.372893104834969
MA0215,MA0166,7.411792022977059
MA0166,MA0217,17.535801291117185
MA0166,MA0235,10.92963037568227
MA0235,MA0166,10.92963037568227
MA0166,MA0242,17.947469945424178
MA0242,MA0166,17.947469945424178
MA0263,MA0166,10.441034117091686
MA0166,MA0282,13.518401968484618
MA0282,MA0166,13.518401968484618
MA0166,MA0290,17.308198889961194
MA0166,MA0304,12.745685989404647
MA0304,MA0166,12.745685989404647
MA0166,MA0318,16.389410137323132
MA0166,MA0346,10.295686404217335
MA0346,MA0166,10.295686404217335
RI0011,MA0166,19.480553448205892
MA0167,MA0177,17.22463066494537
MA0177,MA0167,17.22463066494537
MA0167,MA0183,16.648756595682308
MA0167,MA0194,9.010865454047963
MA0194,MA0167,9.010865454047963
MA0210,MA0167,19.54659395426772
MA0226,MA0167,5.9723665651063556
MA0167,MA0245,15.523893705615965
MA0245,MA0167,15.523893705615965
MA0167,MA0255,4.2270513599178745
MA0255,MA0167,4.2270513599178745
MA0167,MA0259,12.535815615493611
MA0259,MA0167,12.535815615493611
MA0167,MA0281,19.58944255557325
MA0288,MA0167,5.522245531824928
MA0295,MA0167,17.632898514799663
MA0167,MA0302,17.11999282002435
MA0302,MA0167,17.11999282002435
MA0342,MA0167,16.609774740790943
MA0167,MA9024,12.956212730911966
MA9024,MA0167,12.956212730911966
MA0172,MA0168,6.192863004311455
MA0168,MA0198,15.308473179532145
MA0168,MA0247,5.532671316530697
MA0168,MA0307,7.273243612052939
MA0307,MA0168,7.273243612052939
MA0361,MA0168,15.690543814090008
MA0168,MA0363,17.845075414625374
MA0363,MA0168,17.845075414625374
MA0169,MA0173,12.912810384952893
MA0169,MA0196,18.462978010973774
MA0169,MA0212,6.570904350677149
MA0212,MA0169,6.570904350677149
MA0169,MA0266,19.275013573242823
MA0266,MA0169,19.275013573242823
MA0169,MA0268,14.133082190702087
MA0169,MA0274,4.885483514307636
MA0274,MA0169,4.885483514307636
MA0169,MA0279,19.779439380498886
MA0169,MA0283,10.946779214087755
MA0285,MA0169,11.520940196850036
MA0169,MA0300,19.559879641296703
MA0311,MA0169,15.999515832082636
MA0317,MA0169,18.944429459017893
MA0324,MA0169,10.038059616050303
MA0349,MA0169,15.844553555470128
MA0170,MA0216,12.832213145696697
MA0228,MA0170,10.737037189465422
MA0170,MA0236,18.738621013842362
MA0237,MA0170,19.796335434039936
MA0248,MA0170,18.813221535269214
MA0261,MA0170,11.793135316525865
MA0218,MA0171,18.9938477565695
MA0258,MA0171,15.72058454265934
MA0293,MA0171,19.78369006891099
MA0171,MA0350,12.580851395795674
MA0171,MA0351,4.844210595068715
MA0171,MA0352,15.548650844603793
MA0171,MA0353,7.848350203030207
MA0353,MA0171,7.848350203030207
MA0354,MA0171,9.127984121343925
MA0171,MA0355,13.854697636335075
MA0171,MA0361,12.001005864087013
MA0362,MA0171,17.91184766007516
MA0198,MA0172,9.868522692069781
MA0172,MA0247,8.094129817172847
MA0247,MA0172,8.094129817172847
MA0172,MA0307,13.428563288148485
MA0361,MA0172,16.0330423510499
MA0172,MA0362,19.297423366411905
MA0362,MA0172,19.297423366411905
MA0172,MA0363,17.679508066912604
MA0196,MA0173,18.868254186924833
MA0212,MA0173,18.91948819137152
MA0267,MA0173,19.805666719610006
MA0274,MA0173,15.64220017703351
MA0283,MA0173,4.315808548130394
MA0173,MA0285,8.455464287205611
MA0173,MA0305,18.64773762343639
MA0173,MA0311,10.741023898797385
MA0311,MA0173,10.741023898797385
MA0326,MA0173,17.68812950629248
MA0329,MA0173,15.199833560643004
MA0173,MA0349,4.875541711231077
MA0174,MA0176,11.373167816951192
MA0174,MA0184,18.424086234048293
MA0196,MA0174,11.325487250005732
MA0174,MA0197,12.637033595036096
MA0204,MA0174,18.470425134219713
MA0174,MA0205,7.63833631274979
